trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , estimateR , estimateI, varianceR, varianceI
1703910 , 2283985529 , 73268130 , 0.980750 , 0.000000, 0.000371, 0.000000
1747600 , 2284104924 , 75146800 , 0.956231 , 0.000000, 0.001916, 0.000000
1791290 , 2284212309 , 77025470 , 0.951201 , 0.000000, 0.002381, 0.000000
1834980 , 2284318818 , 78904140 , 0.964267 , 0.000000, 0.001277, 0.000000
1878670 , 2284477687 , 80782810 , 0.976725 , 0.000000, 0.000542, 0.000000
1922360 , 2284635019 , 82661480 , 1.005662 , 0.000000, 0.000032, 0.000000
1966050 , 2287304367 , 84540150 , 0.983314 , 0.000000, 0.000278, 0.000000
2009740 , 2287883794 , 86418820 , 0.978241 , 0.000000, 0.000473, 0.000000
2053430 , 2289070650 , 88297490 , 0.973385 , 0.000000, 0.000708, 0.000000
2097120 , 4559039414 , 90176160 , 0.968731 , 0.000000, 0.000978, 0.000000
2140810 , 4559042857 , 92054830 , 0.979572 , 0.000000, 0.000417, 0.000000
2184500 , 4559208833 , 93933500 , 0.974981 , 0.000000, 0.000626, 0.000000
2228190 , 4559952504 , 95812170 , 0.999980 , 0.000000, 0.000000, 0.000000
2271880 , 4560305115 , 97690840 , 1.009595 , 0.000000, 0.000092, 0.000000
2315570 , 4560694663 , 99569510 , 1.004697 , 0.000000, 0.000022, 0.000000
2359260 , 4560880332 , 101448180 , 1.013869 , 0.000000, 0.000192, 0.000000
2402950 , 4560937818 , 103326850 , 1.022707 , 0.000000, 0.000516, 0.000000
2446640 , 4561197856 , 105205520 , 1.031229 , 0.000000, 0.000975, 0.000000
2490330 , 4561238753 , 107084190 , 1.026295 , 0.000000, 0.000691, 0.000000
2534020 , 4561328741 , 108962860 , 1.034462 , 0.000000, 0.001188, 0.000000
2577710 , 4561401015 , 110841530 , 1.067775 , 0.000000, 0.004593, 0.000000
2621400 , 4561516174 , 112720200 , 1.074979 , 0.000000, 0.005622, 0.000000
2665090 , 4561516868 , 114598870 , 1.069651 , 0.000000, 0.004851, 0.000000
2708780 , 4561675273 , 116477540 , 1.052398 , 0.000000, 0.002746, 0.000000
2752470 , 4562209037 , 118356210 , 1.035694 , 0.000000, 0.001274, 0.000000
2796160 , 4562237652 , 120234880 , 1.054667 , 0.000000, 0.002988, 0.000000
2839850 , 4562338737 , 122113550 , 1.061517 , 0.000000, 0.003784, 0.000000
2883540 , 4562450471 , 123992220 , 1.045434 , 0.000000, 0.002064, 0.000000
2927230 , 4562462352 , 125870890 , 1.041024 , 0.000000, 0.001683, 0.000000
2970920 , 4562548915 , 127749560 , 1.036744 , 0.000000, 0.001350, 0.000000
3014610 , 4562567248 , 129628230 , 1.032588 , 0.000000, 0.001062, 0.000000
3058300 , 4562615051 , 131506900 , 1.028551 , 0.000000, 0.000815, 0.000000
3101990 , 4562641941 , 133385570 , 1.035191 , 0.000000, 0.001238, 0.000000
3145680 , 4562783914 , 135264240 , 1.041646 , 0.000000, 0.001734, 0.000000
3189370 , 4562796351 , 137142910 , 1.037651 , 0.000000, 0.001418, 0.000000
3233060 , 4562800933 , 139021580 , 1.033763 , 0.000000, 0.001140, 0.000000
3276750 , 4563337604 , 140900250 , 1.019980 , 0.000000, 0.000399, 0.000000
3320440 , 4563620625 , 142778920 , 1.016427 , 0.000000, 0.000270, 0.000000
3364130 , 4563767124 , 144657590 , 1.012967 , 0.000000, 0.000168, 0.000000
3407820 , 4565120642 , 146536260 , 1.028826 , 0.000000, 0.000831, 0.000000
3451510 , 4565593073 , 148414930 , 1.044283 , 0.000000, 0.001961, 0.000000
3495200 , 4565864351 , 150293600 , 1.059354 , 0.000000, 0.003523, 0.000000
3538890 , 4567315294 , 152172270 , 1.064794 , 0.000000, 0.004198, 0.000000
3582580 , 4567536636 , 154050940 , 1.070101 , 0.000000, 0.004914, 0.000000
3626270 , 4568194294 , 155929610 , 1.075280 , 0.000000, 0.005667, 0.000000
3669960 , 4569242384 , 157808280 , 1.062479 , 0.000000, 0.003904, 0.000000
3713650 , 4569656546 , 159686950 , 1.067626 , 0.000000, 0.004573, 0.000000
3757340 , 4569907872 , 161565620 , 1.063932 , 0.000000, 0.004087, 0.000000
3801030 , 4570118459 , 163444290 , 1.060324 , 0.000000, 0.003639, 0.000000
3844720 , 4571506866 , 165322960 , 1.073842 , 0.000000, 0.005453, 0.000000
3888410 , 4575069542 , 167201630 , 1.061777 , 0.000000, 0.003816, 0.000000
3932100 , 4590324863 , 169080300 , 1.049979 , 0.000000, 0.002498, 0.000000
3975790 , 4590766614 , 170958970 , 1.071407 , 0.000000, 0.005099, 0.000000
4019480 , 4592394930 , 172837640 , 1.067914 , 0.000000, 0.004612, 0.000000
4063170 , 4597659250 , 174716310 , 1.064495 , 0.000000, 0.004160, 0.000000
4106860 , 4612209680 , 176594980 , 1.061149 , 0.000000, 0.003739, 0.000000
4150550 , 4613427400 , 178473650 , 1.049979 , 0.000000, 0.002498, 0.000000
4194240 , 6839554806 , 180352320 , 1.062479 , 0.000000, 0.003904, 0.000000
4237930 , 6840466237 , 182230990 , 1.051525 , 0.000000, 0.002655, 0.000000
4281620 , 6840991357 , 184109660 , 1.048449 , 0.000000, 0.002347, 0.000000
4325310 , 6840997855 , 185988330 , 1.060585 , 0.000000, 0.003671, 0.000000
4369000 , 6841206860 , 187867000 , 1.064979 , 0.000000, 0.004222, 0.000000
4412690 , 6841396336 , 189745670 , 1.054434 , 0.000000, 0.002963, 0.000000
4456380 , 6841644225 , 191624340 , 1.066155 , 0.000000, 0.004377, 0.000000
4500070 , 6841715569 , 193503010 , 1.063086 , 0.000000, 0.003980, 0.000000
4543760 , 6841945797 , 195381680 , 1.052864 , 0.000000, 0.002795, 0.000000
4587450 , 6841956136 , 197260350 , 1.042836 , 0.000000, 0.001835, 0.000000
4631140 , 6841983717 , 199139020 , 1.040074 , 0.000000, 0.001606, 0.000000
4674830 , 6842106782 , 201017690 , 1.037363 , 0.000000, 0.001396, 0.000000
4718520 , 6842150738 , 202896360 , 1.027757 , 0.000000, 0.000770, 0.000000
4762210 , 6842205397 , 204775030 , 1.025209 , 0.000000, 0.000635, 0.000000
4805900 , 6842239517 , 206653700 , 1.015889 , 0.000000, 0.000252, 0.000000
4849590 , 6842341880 , 208532370 , 1.013493 , 0.000000, 0.000182, 0.000000
4893280 , 6842670167 , 210411040 , 1.024533 , 0.000000, 0.000602, 0.000000
4936970 , 6842784019 , 212289710 , 1.015467 , 0.000000, 0.000239, 0.000000
4980660 , 6843257551 , 214168380 , 1.013138 , 0.000000, 0.000173, 0.000000
5024350 , 6843662749 , 216047050 , 1.004328 , 0.000000, 0.000019, 0.000000
5068040 , 6843709782 , 217925720 , 1.008601 , 0.000000, 0.000074, 0.000000
5111730 , 6843787189 , 219804390 , 1.019210 , 0.000000, 0.000369, 0.000000
5155420 , 6843805360 , 221683060 , 1.016929 , 0.000000, 0.000287, 0.000000
5199110 , 6843866585 , 223561730 , 1.014686 , 0.000000, 0.000216, 0.000000
5242800 , 6843949860 , 225440400 , 1.006230 , 0.000000, 0.000039, 0.000000
5286490 , 6843976758 , 227319070 , 0.997914 , 0.000000, 0.000004, 0.000000
5330180 , 6844138141 , 229197740 , 0.989734 , 0.000000, 0.000105, 0.000000
5373870 , 6844384363 , 231076410 , 0.981688 , 0.000000, 0.000335, 0.000000
5417560 , 6844649261 , 232955080 , 0.991916 , 0.000000, 0.000065, 0.000000
5461250 , 6845891610 , 234833750 , 1.001980 , 0.000000, 0.000004, 0.000000
5504940 , 6846122106 , 236712420 , 0.999980 , 0.000000, 0.000000, 0.000000
5548630 , 6847100867 , 238591090 , 0.992106 , 0.000000, 0.000062, 0.000000
5592320 , 6847670747 , 240469760 , 1.001933 , 0.000000, 0.000004, 0.000000
5636010 , 6847941737 , 242348430 , 0.994166 , 0.000000, 0.000034, 0.000000
5679700 , 6849738587 , 244227100 , 0.998057 , 0.000000, 0.000004, 0.000000
5723390 , 6850112021 , 246105770 , 0.990438 , 0.000000, 0.000091, 0.000000
5767080 , 6852072716 , 247984440 , 0.988617 , 0.000000, 0.000130, 0.000000
5810770 , 6852773953 , 249863110 , 0.981183 , 0.000000, 0.000354, 0.000000
5854460 , 6853315932 , 251741780 , 0.985055 , 0.000000, 0.000223, 0.000000
5898150 , 6854182084 , 253620450 , 0.983314 , 0.000000, 0.000278, 0.000000
5941840 , 6854731914 , 255499120 , 0.976084 , 0.000000, 0.000572, 0.000000
5985530 , 6855475672 , 257377790 , 0.974433 , 0.000000, 0.000654, 0.000000
6029220 , 6871277977 , 259256460 , 0.978241 , 0.000000, 0.000473, 0.000000
6072910 , 6873227135 , 261135130 , 0.976599 , 0.000000, 0.000548, 0.000000
6116600 , 6873270026 , 263013800 , 0.985695 , 0.000000, 0.000205, 0.000000
6160290 , 6881107501 , 264892470 , 0.984023 , 0.000000, 0.000255, 0.000000
6203980 , 6894207256 , 266771140 , 0.977093 , 0.000000, 0.000525, 0.000000
6247670 , 6894926563 , 268649810 , 0.975505 , 0.000000, 0.000600, 0.000000
6291360 , 9118389770 , 270528480 , 0.973939 , 0.000000, 0.000679, 0.000000
6335050 , 9119333759 , 272407150 , 0.972394 , 0.000000, 0.000762, 0.000000
6378740 , 9121594461 , 274285820 , 0.976008 , 0.000000, 0.000576, 0.000000
6422430 , 9121802571 , 276164490 , 0.969368 , 0.000000, 0.000938, 0.000000
6466120 , 9121913985 , 278043160 , 0.967886 , 0.000000, 0.001031, 0.000000
6509810 , 9122212239 , 279921830 , 0.961390 , 0.000000, 0.001491, 0.000000
6553500 , 9122327451 , 281800500 , 0.959981 , 0.000000, 0.001602, 0.000000
6597190 , 9122390177 , 283679170 , 0.958590 , 0.000000, 0.001715, 0.000000
6640880 , 9122399155 , 285557840 , 0.957218 , 0.000000, 0.001830, 0.000000
6684570 , 9122682351 , 287436510 , 0.950961 , 0.000000, 0.002405, 0.000000
6728260 , 9122985198 , 289315180 , 0.949656 , 0.000000, 0.002534, 0.000000
6771950 , 9123880173 , 291193850 , 0.953207 , 0.000000, 0.002190, 0.000000
6815640 , 9124161144 , 293072520 , 0.956712 , 0.000000, 0.001874, 0.000000
6859330 , 9124765167 , 294951190 , 0.955395 , 0.000000, 0.001990, 0.000000
6903020 , 9124830544 , 296829860 , 0.954095 , 0.000000, 0.002107, 0.000000
6946710 , 9125159538 , 298708530 , 0.952811 , 0.000000, 0.002227, 0.000000
6990400 , 9125163193 , 300587200 , 0.960918 , 0.000000, 0.001527, 0.000000
7034090 , 9125257807 , 302465870 , 0.978241 , 0.000000, 0.000473, 0.000000
7077780 , 9125603237 , 304344540 , 0.972203 , 0.000000, 0.000773, 0.000000
7121470 , 9126031381 , 306223210 , 0.975441 , 0.000000, 0.000603, 0.000000
7165160 , 9126205171 , 308101880 , 0.983212 , 0.000000, 0.000282, 0.000000
7208850 , 9126377003 , 309980550 , 0.986344 , 0.000000, 0.000186, 0.000000
7252540 , 9126910770 , 311859220 , 0.984920 , 0.000000, 0.000227, 0.000000
7296230 , 9126968246 , 313737890 , 0.992495 , 0.000000, 0.000056, 0.000000
7339920 , 9127309238 , 315616560 , 0.995516 , 0.000000, 0.000020, 0.000000
7383610 , 9127515103 , 317495230 , 0.994063 , 0.000000, 0.000035, 0.000000
7427300 , 9128047724 , 319373900 , 0.997039 , 0.000000, 0.000009, 0.000000
7470990 , 9128459101 , 321252570 , 1.004366 , 0.000000, 0.000019, 0.000000
7514680 , 9129471053 , 323131240 , 0.998527 , 0.000000, 0.000002, 0.000000
7558370 , 9129746799 , 325009910 , 0.997090 , 0.000000, 0.000008, 0.000000
7602060 , 9130010483 , 326888580 , 0.995670 , 0.000000, 0.000019, 0.000000
7645750 , 9131295205 , 328767250 , 0.994266 , 0.000000, 0.000033, 0.000000
7689440 , 9131717851 , 330645920 , 0.988617 , 0.000000, 0.000130, 0.000000
7733130 , 9133879607 , 332524590 , 0.987268 , 0.000000, 0.000162, 0.000000
7776820 , 9134160146 , 334403260 , 0.994362 , 0.000000, 0.000032, 0.000000
7820510 , 9134521879 , 336281930 , 0.992997 , 0.000000, 0.000049, 0.000000
7864200 , 9134597674 , 338160600 , 0.991647 , 0.000000, 0.000070, 0.000000
7907890 , 9134946540 , 340039270 , 0.990312 , 0.000000, 0.000094, 0.000000
7951580 , 9135365404 , 341917940 , 0.997233 , 0.000000, 0.000008, 0.000000
7995270 , 9136952022 , 343796610 , 0.999980 , 0.000000, 0.000000, 0.000000
8038960 , 9140212384 , 345675280 , 1.006773 , 0.000000, 0.000046, 0.000000
8082650 , 9140290211 , 347553950 , 1.021601 , 0.000000, 0.000467, 0.000000
8126340 , 9154847478 , 349432620 , 1.020141 , 0.000000, 0.000406, 0.000000
8170030 , 9155036980 , 351311290 , 1.030728 , 0.000000, 0.000944, 0.000000
8213720 , 9155077354 , 353189960 , 1.029235 , 0.000000, 0.000855, 0.000000
8257410 , 9164768957 , 355068630 , 1.023789 , 0.000000, 0.000566, 0.000000
8301100 , 9174839105 , 356947300 , 1.030243 , 0.000000, 0.000915, 0.000000
8344790 , 9178089740 , 358825970 , 1.028775 , 0.000000, 0.000828, 0.000000
8388480 , 11398593121 , 360704640 , 1.035136 , 0.000000, 0.001235, 0.000000
8432170 , 11402792680 , 362583310 , 1.029772 , 0.000000, 0.000886, 0.000000
8475860 , 11402988235 , 364461980 , 1.028330 , 0.000000, 0.000803, 0.000000
8519550 , 11403136128 , 366340650 , 1.023057 , 0.000000, 0.000532, 0.000000
8563240 , 11403279953 , 368219320 , 1.033143 , 0.000000, 0.001098, 0.000000
8606930 , 11403674467 , 370097990 , 1.031705 , 0.000000, 0.001005, 0.000000
8650620 , 11404582552 , 371976660 , 1.037858 , 0.000000, 0.001433, 0.000000
8694310 , 11405153849 , 373855330 , 1.047718 , 0.000000, 0.002277, 0.000000
8738000 , 11405513042 , 375734000 , 1.053729 , 0.000000, 0.002887, 0.000000
8781690 , 11405601922 , 377612670 , 1.048487 , 0.000000, 0.002351, 0.000000
8825380 , 11406000748 , 379491340 , 1.043296 , 0.000000, 0.001875, 0.000000
8869070 , 11406130383 , 381370010 , 1.041851 , 0.000000, 0.001752, 0.000000
8912760 , 11406810200 , 383248680 , 1.036744 , 0.000000, 0.001350, 0.000000
8956450 , 11407239333 , 385127350 , 1.042662 , 0.000000, 0.001820, 0.000000
9000140 , 11407407226 , 387006020 , 1.044882 , 0.000000, 0.002014, 0.000000
9043830 , 11407761059 , 388884690 , 1.050704 , 0.000000, 0.002571, 0.000000
9087520 , 11407986414 , 390763360 , 1.049258 , 0.000000, 0.002426, 0.000000
9131210 , 11408230257 , 392642030 , 1.055003 , 0.000000, 0.003025, 0.000000
9174900 , 11408822855 , 394520700 , 1.057122 , 0.000000, 0.003263, 0.000000
9218590 , 11409107074 , 396399370 , 1.055666 , 0.000000, 0.003099, 0.000000
9262280 , 11409157573 , 398278040 , 1.057762 , 0.000000, 0.003336, 0.000000
9305970 , 11409883368 , 400156710 , 1.056317 , 0.000000, 0.003172, 0.000000
9349660 , 11410578995 , 402035380 , 1.051381 , 0.000000, 0.002640, 0.000000
9393350 , 11412777159 , 403914050 , 1.046491 , 0.000000, 0.002161, 0.000000
9437040 , 11413278497 , 405792720 , 1.041646 , 0.000000, 0.001734, 0.000000
9480730 , 11413732007 , 407671390 , 1.040302 , 0.000000, 0.001624, 0.000000
9524420 , 11414142044 , 409550060 , 1.035530 , 0.000000, 0.001262, 0.000000
9568110 , 11414234146 , 411428730 , 1.030801 , 0.000000, 0.000949, 0.000000
9611800 , 11414828774 , 413307400 , 1.029525 , 0.000000, 0.000872, 0.000000
9655490 , 11415873216 , 415186070 , 1.038441 , 0.000000, 0.001478, 0.000000
9699180 , 11416563550 , 417064740 , 1.037142 , 0.000000, 0.001379, 0.000000
9742870 , 11417224589 , 418943410 , 1.039217 , 0.000000, 0.001538, 0.000000
9786560 , 11417291272 , 420822080 , 1.037926 , 0.000000, 0.001438, 0.000000
9830250 , 11417548982 , 422700750 , 1.043313 , 0.000000, 0.001876, 0.000000
9873940 , 11420206099 , 424579420 , 1.038696 , 0.000000, 0.001497, 0.000000
9917630 , 11422413115 , 426458090 , 1.034120 , 0.000000, 0.001164, 0.000000
9961320 , 11422874724 , 428336760 , 1.029585 , 0.000000, 0.000875, 0.000000
10005010 , 11424090814 , 430215430 , 1.034914 , 0.000000, 0.001219, 0.000000
10048700 , 11424356187 , 432094100 , 1.033675 , 0.000000, 0.001134, 0.000000
10092390 , 11425132371 , 433972770 , 1.035694 , 0.000000, 0.001274, 0.000000
10136080 , 11430235765 , 435851440 , 1.037695 , 0.000000, 0.001421, 0.000000
10179770 , 11433263845 , 437730110 , 1.036460 , 0.000000, 0.001329, 0.000000
10223460 , 11436543925 , 439608780 , 1.035236 , 0.000000, 0.001242, 0.000000
10267150 , 11436852794 , 441487450 , 1.037213 , 0.000000, 0.001385, 0.000000
10310840 , 11437948343 , 443366120 , 1.039174 , 0.000000, 0.001535, 0.000000
10354530 , 11446354825 , 445244790 , 1.041119 , 0.000000, 0.001691, 0.000000
10398220 , 11457479650 , 447123460 , 1.043046 , 0.000000, 0.001853, 0.000000
10441910 , 11461201002 , 449002130 , 1.044958 , 0.000000, 0.002021, 0.000000
10485600 , 13675655619 , 450880800 , 1.043729 , 0.000000, 0.001912, 0.000000
10529290 , 13683021002 , 452759470 , 1.045622 , 0.000000, 0.002081, 0.000000
10572980 , 13683096001 , 454638140 , 1.044401 , 0.000000, 0.001971, 0.000000
10616670 , 13683172283 , 456516810 , 1.040103 , 0.000000, 0.001608, 0.000000
10660360 , 13683965979 , 458395480 , 1.038914 , 0.000000, 0.001514, 0.000000
10704050 , 13684999148 , 460274150 , 1.040796 , 0.000000, 0.001664, 0.000000
10747740 , 13685515329 , 462152820 , 1.039613 , 0.000000, 0.001569, 0.000000
10791430 , 13687075866 , 464031490 , 1.041477 , 0.000000, 0.001720, 0.000000
10835120 , 13687543906 , 465910160 , 1.037278 , 0.000000, 0.001390, 0.000000
10878810 , 13687694486 , 467788830 , 1.033112 , 0.000000, 0.001096, 0.000000
10922500 , 13688577340 , 469667500 , 1.034979 , 0.000000, 0.001224, 0.000000
10966190 , 13688682524 , 471546170 , 1.036832 , 0.000000, 0.001357, 0.000000
11009880 , 13688759838 , 473424840 , 1.032718 , 0.000000, 0.001070, 0.000000
11053570 , 13689762440 , 475303510 , 1.034564 , 0.000000, 0.001195, 0.000000
11097260 , 13689947690 , 477182180 , 1.033444 , 0.000000, 0.001119, 0.000000
11140950 , 13690714389 , 479060850 , 1.035274 , 0.000000, 0.001244, 0.000000
11184640 , 13690789939 , 480939520 , 1.037089 , 0.000000, 0.001376, 0.000000
11228330 , 13690833176 , 482818190 , 1.035972 , 0.000000, 0.001294, 0.000000
11272020 , 13690999910 , 484696860 , 1.034863 , 0.000000, 0.001215, 0.000000
11315710 , 13691029444 , 486575530 , 1.030868 , 0.000000, 0.000953, 0.000000
11359400 , 13691630313 , 488454200 , 1.029787 , 0.000000, 0.000887, 0.000000
11403090 , 13692378712 , 490332870 , 1.034462 , 0.000000, 0.001188, 0.000000
11446780 , 13693408870 , 492211540 , 1.033376 , 0.000000, 0.001114, 0.000000
11490470 , 13694414422 , 494090210 , 1.032299 , 0.000000, 0.001043, 0.000000
11534160 , 13694708951 , 495968880 , 1.034070 , 0.000000, 0.001161, 0.000000
11577850 , 13694933571 , 497847550 , 1.030168 , 0.000000, 0.000910, 0.000000
11621540 , 13695018331 , 499726220 , 1.029115 , 0.000000, 0.000848, 0.000000
11665230 , 13696078870 , 501604890 , 1.030878 , 0.000000, 0.000953, 0.000000
11708920 , 13696910104 , 503483560 , 1.029830 , 0.000000, 0.000890, 0.000000
11752610 , 13698605653 , 505362230 , 1.028790 , 0.000000, 0.000829, 0.000000
11796300 , 13698937407 , 507240900 , 1.027757 , 0.000000, 0.000770, 0.000000
11839990 , 13700639992 , 509119570 , 1.026732 , 0.000000, 0.000715, 0.000000
11883680 , 13700701126 , 510998240 , 1.031229 , 0.000000, 0.000975, 0.000000
11927370 , 13700844888 , 512876910 , 1.030199 , 0.000000, 0.000912, 0.000000
11971060 , 13702708529 , 514755580 , 1.029177 , 0.000000, 0.000851, 0.000000
12014750 , 13702994721 , 516634250 , 1.025434 , 0.000000, 0.000647, 0.000000
12058440 , 13704412731 , 518512920 , 1.027153 , 0.000000, 0.000737, 0.000000
12102130 , 13706567795 , 520391590 , 1.026153 , 0.000000, 0.000684, 0.000000
12145820 , 13707463799 , 522270260 , 1.022462 , 0.000000, 0.000505, 0.000000
12189510 , 13708911685 , 524148930 , 1.018797 , 0.000000, 0.000353, 0.000000
12233200 , 13713218768 , 526027600 , 1.017837 , 0.000000, 0.000318, 0.000000
12276890 , 13717033593 , 527906270 , 1.019553 , 0.000000, 0.000382, 0.000000
12320580 , 13717875468 , 529784940 , 1.015937 , 0.000000, 0.000254, 0.000000
12364270 , 13719221822 , 531663610 , 1.012347 , 0.000000, 0.000152, 0.000000
12407960 , 13720217122 , 533542280 , 1.016705 , 0.000000, 0.000279, 0.000000
12451650 , 13727115496 , 535420950 , 1.018401 , 0.000000, 0.000339, 0.000000
12495340 , 13737264712 , 537299620 , 1.020085 , 0.000000, 0.000403, 0.000000
12539030 , 13742840710 , 539178290 , 1.024370 , 0.000000, 0.000594, 0.000000
12582720 , 15949318615 , 541056960 , 1.026021 , 0.000000, 0.000677, 0.000000
12626410 , 15962585255 , 542935630 , 1.025066 , 0.000000, 0.000628, 0.000000
12670100 , 15963268068 , 544814300 , 1.024118 , 0.000000, 0.000582, 0.000000
12713790 , 15963527658 , 546692970 , 1.028330 , 0.000000, 0.000803, 0.000000
12757480 , 15963976441 , 548571640 , 1.029945 , 0.000000, 0.000897, 0.000000
12801170 , 15966089656 , 550450310 , 1.031549 , 0.000000, 0.000995, 0.000000
12844860 , 15967175340 , 552328980 , 1.038245 , 0.000000, 0.001463, 0.000000
12888550 , 15967820914 , 554207650 , 1.034725 , 0.000000, 0.001206, 0.000000
12932240 , 15967973571 , 556086320 , 1.031229 , 0.000000, 0.000975, 0.000000
12975930 , 15968234842 , 557964990 , 1.032808 , 0.000000, 0.001076, 0.000000
13019620 , 15969490449 , 559843660 , 1.036892 , 0.000000, 0.001361, 0.000000
13063310 , 15969551984 , 561722330 , 1.038441 , 0.000000, 0.001478, 0.000000
13107000 , 15970373515 , 563601000 , 1.037479 , 0.000000, 0.001405, 0.000000
13150690 , 15971103940 , 565479670 , 1.039016 , 0.000000, 0.001522, 0.000000
13194380 , 15971699300 , 567358340 , 1.035575 , 0.000000, 0.001266, 0.000000
13238070 , 15972194436 , 569237010 , 1.034633 , 0.000000, 0.001199, 0.000000
13281760 , 15972356776 , 571115680 , 1.036164 , 0.000000, 0.001308, 0.000000
13325450 , 15972485414 , 572994350 , 1.032766 , 0.000000, 0.001074, 0.000000
13369140 , 15972567885 , 574873020 , 1.031842 , 0.000000, 0.001014, 0.000000
13412830 , 15972648208 , 576751690 , 1.033367 , 0.000000, 0.001113, 0.000000
13456520 , 15972852489 , 578630360 , 1.032447 , 0.000000, 0.001053, 0.000000
13500210 , 15973825994 , 580509030 , 1.036387 , 0.000000, 0.001324, 0.000000
13543900 , 15975091586 , 582387700 , 1.042721 , 0.000000, 0.001825, 0.000000
13587590 , 15975114193 , 584266370 , 1.041780 , 0.000000, 0.001746, 0.000000
13631280 , 15976588366 , 586145040 , 1.043248 , 0.000000, 0.001870, 0.000000
13674970 , 15976816045 , 588023710 , 1.039915 , 0.000000, 0.001593, 0.000000
13718660 , 15976972982 , 589902380 , 1.046158 , 0.000000, 0.002131, 0.000000
13762350 , 15977030329 , 591781050 , 1.047598 , 0.000000, 0.002266, 0.000000
13806040 , 15979641639 , 593659720 , 1.049030 , 0.000000, 0.002404, 0.000000
13849730 , 15980153329 , 595538390 , 1.045721 , 0.000000, 0.002090, 0.000000
13893420 , 15981665045 , 597417060 , 1.047149 , 0.000000, 0.002223, 0.000000
13937110 , 15981752623 , 599295730 , 1.046217 , 0.000000, 0.002136, 0.000000
13980800 , 15982111867 , 601174400 , 1.047635 , 0.000000, 0.002269, 0.000000
14024490 , 15982910132 , 603053070 , 1.049045 , 0.000000, 0.002405, 0.000000
14068180 , 15983225270 , 604931740 , 1.045787 , 0.000000, 0.002096, 0.000000
14111870 , 15984139085 , 606810410 , 1.044871 , 0.000000, 0.002013, 0.000000
