trueR , trueI
1.000000 , 0.000000
n_samples , time, n_paths , estimateR , estimateI, varianceR, varianceI
1922360 , 5130020877 , 82661480 , 0.818137 , 0.000000, 0.033074, 0.000000
1966050 , 5131898618 , 84540150 , 0.833288 , 0.000000, 0.027793, 0.000000
2009740 , 5135798334 , 86418820 , 0.831476 , 0.000000, 0.028400, 0.000000
2053430 , 5137685046 , 88297490 , 0.861655 , 0.000000, 0.019139, 0.000000
2097120 , 5139853337 , 90176160 , 0.859328 , 0.000000, 0.019789, 0.000000
2140810 , 10230309574 , 92054830 , 0.841790 , 0.000000, 0.025030, 0.000000
2184500 , 10232060809 , 93933500 , 0.839954 , 0.000000, 0.025615, 0.000000
2228190 , 10232191195 , 95812170 , 0.823484 , 0.000000, 0.031158, 0.000000
2271880 , 10232579552 , 97690840 , 0.836492 , 0.000000, 0.026735, 0.000000
2315570 , 10232656900 , 99569510 , 0.820710 , 0.000000, 0.032145, 0.000000
2359260 , 10232805135 , 101448180 , 0.847176 , 0.000000, 0.023355, 0.000000
2402950 , 10232827410 , 103326850 , 0.845408 , 0.000000, 0.023899, 0.000000
2446640 , 10233528329 , 105205520 , 0.830312 , 0.000000, 0.028794, 0.000000
2490330 , 10233844574 , 107084190 , 0.828902 , 0.000000, 0.029275, 0.000000
2534020 , 10234263516 , 108962860 , 0.827541 , 0.000000, 0.029742, 0.000000
2577710 , 10234294543 , 110841530 , 0.838937 , 0.000000, 0.025941, 0.000000
2621400 , 10234506419 , 112720200 , 0.824955 , 0.000000, 0.030641, 0.000000
2665090 , 10234869397 , 114598870 , 0.836020 , 0.000000, 0.026890, 0.000000
2708780 , 10234966501 , 116477540 , 0.846728 , 0.000000, 0.023492, 0.000000
2752470 , 10235676740 , 118356210 , 0.833288 , 0.000000, 0.027793, 0.000000
2796160 , 10235684598 , 120234880 , 0.843704 , 0.000000, 0.024429, 0.000000
2839850 , 10235795228 , 122113550 , 0.842261 , 0.000000, 0.024881, 0.000000
2883540 , 10235798131 , 123992220 , 0.829500 , 0.000000, 0.029070, 0.000000
2927230 , 10236768712 , 125870890 , 0.828313 , 0.000000, 0.029477, 0.000000
2970920 , 10237489427 , 127749560 , 0.827160 , 0.000000, 0.029874, 0.000000
3014610 , 10237490075 , 129628230 , 0.847779 , 0.000000, 0.023171, 0.000000
3058300 , 10238361503 , 131506900 , 0.857096 , 0.000000, 0.020422, 0.000000
3101990 , 10239854635 , 133385570 , 0.866150 , 0.000000, 0.017916, 0.000000
3145680 , 10240251226 , 135264240 , 0.854120 , 0.000000, 0.021281, 0.000000
3189370 , 10240313516 , 137142910 , 0.862966 , 0.000000, 0.018778, 0.000000
3233060 , 10242816898 , 139021580 , 0.851305 , 0.000000, 0.022110, 0.000000
3276750 , 10244264406 , 140900250 , 0.839954 , 0.000000, 0.025615, 0.000000
3320440 , 10245480853 , 142778920 , 0.848638 , 0.000000, 0.022911, 0.000000
3364130 , 10245547527 , 144657590 , 0.837616 , 0.000000, 0.026368, 0.000000
3407820 , 10246861236 , 146536260 , 0.826878 , 0.000000, 0.029971, 0.000000
3451510 , 10247209967 , 148414930 , 0.835397 , 0.000000, 0.027094, 0.000000
3495200 , 10248949105 , 150293600 , 0.824955 , 0.000000, 0.030641, 0.000000
3538890 , 10252119219 , 152172270 , 0.824029 , 0.000000, 0.030966, 0.000000
3582580 , 10253561333 , 154050940 , 0.823125 , 0.000000, 0.031285, 0.000000
3626270 , 10253683210 , 155929610 , 0.813208 , 0.000000, 0.034891, 0.000000
3669960 , 10253870119 , 157808280 , 0.812455 , 0.000000, 0.035173, 0.000000
3713650 , 10254011632 , 159686950 , 0.802897 , 0.000000, 0.038850, 0.000000
3757340 , 10255297626 , 161565620 , 0.811002 , 0.000000, 0.035720, 0.000000
3801030 , 10255809519 , 163444290 , 0.836161 , 0.000000, 0.026843, 0.000000
3844720 , 10256454079 , 165322960 , 0.843704 , 0.000000, 0.024429, 0.000000
3888410 , 10263268135 , 167201630 , 0.851077 , 0.000000, 0.022178, 0.000000
3932100 , 10267937483 , 169080300 , 0.841620 , 0.000000, 0.025084, 0.000000
3975790 , 10272682309 , 170958970 , 0.848854 , 0.000000, 0.022845, 0.000000
4019480 , 10274059580 , 172837640 , 0.855931 , 0.000000, 0.020756, 0.000000
4063170 , 10274273739 , 174716310 , 0.854792 , 0.000000, 0.021085, 0.000000
4106860 , 10277556915 , 176594980 , 0.861655 , 0.000000, 0.019139, 0.000000
4150550 , 10279973923 , 178473650 , 0.852585 , 0.000000, 0.021731, 0.000000
4194240 , 10296511355 , 180352320 , 0.859328 , 0.000000, 0.019789, 0.000000
4237930 , 15344283755 , 182230990 , 0.873663 , 0.000000, 0.015961, 0.000000
4281620 , 15344349129 , 184109660 , 0.872401 , 0.000000, 0.016281, 0.000000
4325310 , 15345377578 , 185988330 , 0.863589 , 0.000000, 0.018608, 0.000000
4369000 , 15345478094 , 187867000 , 0.854953 , 0.000000, 0.021039, 0.000000
4412690 , 15346601473 , 189745670 , 0.853913 , 0.000000, 0.021341, 0.000000
4456380 , 15348456620 , 191624340 , 0.852894 , 0.000000, 0.021640, 0.000000
4500070 , 15348798457 , 193503010 , 0.851895 , 0.000000, 0.021935, 0.000000
4543760 , 15349082720 , 195381680 , 0.858126 , 0.000000, 0.020128, 0.000000
4587450 , 15349220078 , 197260350 , 0.871381 , 0.000000, 0.016543, 0.000000
4631140 , 15349479063 , 199139020 , 0.863160 , 0.000000, 0.018725, 0.000000
4674830 , 15349956291 , 201017690 , 0.855093 , 0.000000, 0.020998, 0.000000
4718520 , 15350032152 , 202896360 , 0.847176 , 0.000000, 0.023355, 0.000000
4762210 , 15350041860 , 204775030 , 0.866925 , 0.000000, 0.017709, 0.000000
4805900 , 15350114627 , 206653700 , 0.879497 , 0.000000, 0.014521, 0.000000
4849590 , 15350693851 , 208532370 , 0.871574 , 0.000000, 0.016493, 0.000000
4893280 , 15351627515 , 210411040 , 0.877184 , 0.000000, 0.015084, 0.000000
4936970 , 15352181550 , 212289710 , 0.889332 , 0.000000, 0.012247, 0.000000
4980660 , 15353227721 , 214168380 , 0.901266 , 0.000000, 0.009748, 0.000000
5024350 , 15353329546 , 216047050 , 0.899951 , 0.000000, 0.010010, 0.000000
5068040 , 15353758429 , 217925720 , 0.898658 , 0.000000, 0.010270, 0.000000
5111730 , 15354180261 , 219804390 , 0.897387 , 0.000000, 0.010530, 0.000000
5155420 , 15355012737 , 221683060 , 0.889782 , 0.000000, 0.012148, 0.000000
5199110 , 15355182839 , 223561730 , 0.894909 , 0.000000, 0.011044, 0.000000
5242800 , 15356362610 , 225440400 , 0.899951 , 0.000000, 0.010010, 0.000000
5286490 , 15357696342 , 227319070 , 0.892513 , 0.000000, 0.011553, 0.000000
5330180 , 15358214712 , 229197740 , 0.891344 , 0.000000, 0.011806, 0.000000
5373870 , 15359822777 , 231076410 , 0.884098 , 0.000000, 0.013433, 0.000000
5417560 , 15361372664 , 232955080 , 0.876968 , 0.000000, 0.015137, 0.000000
5461250 , 15361635494 , 234833750 , 0.875952 , 0.000000, 0.015388, 0.000000
5504940 , 15362054549 , 236712420 , 0.886856 , 0.000000, 0.012802, 0.000000
5548630 , 15364800808 , 238591090 , 0.879873 , 0.000000, 0.014431, 0.000000
5592320 , 15365529781 , 240469760 , 0.872999 , 0.000000, 0.016129, 0.000000
5636010 , 15365937762 , 242348430 , 0.877859 , 0.000000, 0.014918, 0.000000
5679700 , 15366156983 , 244227100 , 0.876875 , 0.000000, 0.015160, 0.000000
5723390 , 15366506160 , 246105770 , 0.870181 , 0.000000, 0.016853, 0.000000
5767080 , 15368110596 , 247984440 , 0.874952 , 0.000000, 0.015637, 0.000000
5810770 , 15374366825 , 249863110 , 0.868373 , 0.000000, 0.017326, 0.000000
5854460 , 15375111961 , 251741780 , 0.873086 , 0.000000, 0.016107, 0.000000
5898150 , 15375211317 , 253620450 , 0.877730 , 0.000000, 0.014950, 0.000000
5941840 , 15376421488 , 255499120 , 0.876790 , 0.000000, 0.015181, 0.000000
5985530 , 15380978339 , 257377790 , 0.886813 , 0.000000, 0.012811, 0.000000
6029220 , 15385402232 , 259256460 , 0.885821 , 0.000000, 0.013037, 0.000000
6072910 , 15386051810 , 261135130 , 0.879448 , 0.000000, 0.014533, 0.000000
6116600 , 15393002279 , 263013800 , 0.894594 , 0.000000, 0.011110, 0.000000
6160290 , 15393705433 , 264892470 , 0.893568 , 0.000000, 0.011328, 0.000000
6203980 , 15403294412 , 266771140 , 0.892557 , 0.000000, 0.011544, 0.000000
6247670 , 15415677064 , 268649810 , 0.886315 , 0.000000, 0.012924, 0.000000
6291360 , 15418889394 , 270528480 , 0.895784 , 0.000000, 0.010861, 0.000000
6335050 , 20456365925 , 272407150 , 0.899951 , 0.000000, 0.010010, 0.000000
6378740 , 20459954766 , 274285820 , 0.898923 , 0.000000, 0.010217, 0.000000
6422430 , 20461855219 , 276164490 , 0.903012 , 0.000000, 0.009407, 0.000000
6466120 , 20462490626 , 278043160 , 0.901977 , 0.000000, 0.009608, 0.000000
6509810 , 20462812824 , 279921830 , 0.900957 , 0.000000, 0.009809, 0.000000
6553500 , 20463754158 , 281800500 , 0.894951 , 0.000000, 0.011035, 0.000000
6597190 , 20463819956 , 283679170 , 0.889024 , 0.000000, 0.012316, 0.000000
6640880 , 20464837471 , 285557840 , 0.883175 , 0.000000, 0.013648, 0.000000
6684570 , 20465298268 , 287436510 , 0.897010 , 0.000000, 0.010607, 0.000000
6728260 , 20465571893 , 289315180 , 0.896055 , 0.000000, 0.010805, 0.000000
6771950 , 20466216528 , 291193850 , 0.899951 , 0.000000, 0.010010, 0.000000
6815640 , 20466833570 , 293072520 , 0.903796 , 0.000000, 0.009255, 0.000000
6859330 , 20467089688 , 294951190 , 0.898040 , 0.000000, 0.010396, 0.000000
6903020 , 20467629494 , 296829860 , 0.897103 , 0.000000, 0.010588, 0.000000
6946710 , 20468708039 , 298708530 , 0.900894 , 0.000000, 0.009822, 0.000000
6990400 , 20468747933 , 300587200 , 0.904638 , 0.000000, 0.009094, 0.000000
7034090 , 20469115973 , 302465870 , 0.899019 , 0.000000, 0.010197, 0.000000
7077780 , 20469490282 , 304344540 , 0.907358 , 0.000000, 0.008583, 0.000000
7121470 , 20469562083 , 306223210 , 0.906392 , 0.000000, 0.008762, 0.000000
7165160 , 20469588504 , 308101880 , 0.905438 , 0.000000, 0.008942, 0.000000
7208850 , 20470004798 , 309980550 , 0.909041 , 0.000000, 0.008274, 0.000000
7252540 , 20470433133 , 311859220 , 0.908083 , 0.000000, 0.008449, 0.000000
7296230 , 20471831679 , 313737890 , 0.902645 , 0.000000, 0.009478, 0.000000
7339920 , 20472767898 , 315616560 , 0.901736 , 0.000000, 0.009656, 0.000000
7383610 , 20473427722 , 317495230 , 0.900838 , 0.000000, 0.009833, 0.000000
7427300 , 20475724228 , 319373900 , 0.899951 , 0.000000, 0.010010, 0.000000
7470990 , 20477676797 , 321252570 , 0.907845 , 0.000000, 0.008493, 0.000000
7514680 , 20478634175 , 323131240 , 0.902567 , 0.000000, 0.009493, 0.000000
7558370 , 20480104874 , 325009910 , 0.906020 , 0.000000, 0.008832, 0.000000
7602060 , 20481752837 , 326888580 , 0.918053 , 0.000000, 0.006715, 0.000000
7645750 , 20481977278 , 328767250 , 0.917092 , 0.000000, 0.006874, 0.000000
7689440 , 20482286144 , 330645920 , 0.916143 , 0.000000, 0.007032, 0.000000
7733130 , 20482814529 , 332524590 , 0.915204 , 0.000000, 0.007190, 0.000000
7776820 , 20483375514 , 334403260 , 0.910062 , 0.000000, 0.008089, 0.000000
7820510 , 20483620245 , 336281930 , 0.917547 , 0.000000, 0.006798, 0.000000
7864200 , 20487404959 , 338160600 , 0.920783 , 0.000000, 0.006275, 0.000000
7907890 , 20491513902 , 340039270 , 0.923982 , 0.000000, 0.005779, 0.000000
7951580 , 20493733074 , 341917940 , 0.931267 , 0.000000, 0.004724, 0.000000
7995270 , 20493895184 , 343796610 , 0.930277 , 0.000000, 0.004861, 0.000000
8038960 , 20494978591 , 345675280 , 0.925221 , 0.000000, 0.005592, 0.000000
8082650 , 20501436608 , 347553950 , 0.928327 , 0.000000, 0.005137, 0.000000
8126340 , 20503237738 , 349432620 , 0.931400 , 0.000000, 0.004706, 0.000000
8170030 , 20505520194 , 351311290 , 0.934441 , 0.000000, 0.004298, 0.000000
8213720 , 20505696929 , 353189960 , 0.933459 , 0.000000, 0.004428, 0.000000
8257410 , 20514293011 , 355068630 , 0.932488 , 0.000000, 0.004558, 0.000000
8301100 , 20527578703 , 356947300 , 0.935475 , 0.000000, 0.004163, 0.000000
8344790 , 20532656004 , 358825970 , 0.942357 , 0.000000, 0.003323, 0.000000
8388480 , 20554482667 , 360704640 , 0.945261 , 0.000000, 0.002996, 0.000000
8432170 , 25570670751 , 362583310 , 0.944249 , 0.000000, 0.003108, 0.000000
8475860 , 25576528428 , 364461980 , 0.939381 , 0.000000, 0.003675, 0.000000
8519550 , 25577323584 , 366340650 , 0.938410 , 0.000000, 0.003793, 0.000000
8563240 , 25577473125 , 368219320 , 0.937448 , 0.000000, 0.003913, 0.000000
8606930 , 25577709340 , 370097990 , 0.944111 , 0.000000, 0.003124, 0.000000
8650620 , 25578135103 , 371976660 , 0.939342 , 0.000000, 0.003679, 0.000000
8694310 , 25578773566 , 373855330 , 0.945928 , 0.000000, 0.002924, 0.000000
8738000 , 25578991245 , 375734000 , 0.944948 , 0.000000, 0.003031, 0.000000
8781690 , 25581833120 , 377612670 , 0.943978 , 0.000000, 0.003138, 0.000000
8825380 , 25582147188 , 379491340 , 0.939305 , 0.000000, 0.003684, 0.000000
8869070 , 25582240506 , 381370010 , 0.938372 , 0.000000, 0.003798, 0.000000
8912760 , 25582386408 , 383248680 , 0.933772 , 0.000000, 0.004386, 0.000000
8956450 , 25582658078 , 385127350 , 0.932876 , 0.000000, 0.004506, 0.000000
9000140 , 25583050720 , 387006020 , 0.931988 , 0.000000, 0.004626, 0.000000
9043830 , 25585611908 , 388884690 , 0.934731 , 0.000000, 0.004260, 0.000000
9087520 , 25585776780 , 390763360 , 0.930237 , 0.000000, 0.004867, 0.000000
9131210 , 25586641846 , 392642030 , 0.929375 , 0.000000, 0.004988, 0.000000
9174900 , 25587395354 , 394520700 , 0.928520 , 0.000000, 0.005109, 0.000000
9218590 , 25588050393 , 396399370 , 0.924120 , 0.000000, 0.005758, 0.000000
9262280 , 25588689777 , 398278040 , 0.923298 , 0.000000, 0.005883, 0.000000
9305970 , 25588847663 , 400156710 , 0.922485 , 0.000000, 0.006009, 0.000000
9349660 , 25589904915 , 402035380 , 0.921678 , 0.000000, 0.006134, 0.000000
9393350 , 25590551092 , 403914050 , 0.920880 , 0.000000, 0.006260, 0.000000
9437040 , 25591008049 , 405792720 , 0.916616 , 0.000000, 0.006953, 0.000000
9480730 , 25594200034 , 407671390 , 0.922760 , 0.000000, 0.005966, 0.000000
9524420 , 25594243380 , 409550060 , 0.918527 , 0.000000, 0.006638, 0.000000
9568110 , 25594520054 , 411428730 , 0.921182 , 0.000000, 0.006212, 0.000000
9611800 , 25595840743 , 413307400 , 0.920404 , 0.000000, 0.006336, 0.000000
9655490 , 25596299923 , 415186070 , 0.919633 , 0.000000, 0.006459, 0.000000
9699180 , 25596916554 , 417064740 , 0.918868 , 0.000000, 0.006582, 0.000000
9742870 , 25598051705 , 418943410 , 0.924837 , 0.000000, 0.005649, 0.000000
9786560 , 25599052609 , 420822080 , 0.930752 , 0.000000, 0.004795, 0.000000
9830250 , 25600828571 , 422700750 , 0.933282 , 0.000000, 0.004451, 0.000000
9873940 , 25606159600 , 424579420 , 0.935789 , 0.000000, 0.004123, 0.000000
9917630 , 25607020725 , 426458090 , 0.931667 , 0.000000, 0.004669, 0.000000
9961320 , 25607294028 , 428336760 , 0.927581 , 0.000000, 0.005245, 0.000000
10005010 , 25609345275 , 430215430 , 0.930080 , 0.000000, 0.004889, 0.000000
10048700 , 25609539723 , 432094100 , 0.935818 , 0.000000, 0.004119, 0.000000
10092390 , 25610894905 , 433972770 , 0.938260 , 0.000000, 0.003812, 0.000000
10136080 , 25612202165 , 435851440 , 0.940681 , 0.000000, 0.003519, 0.000000
10179770 , 25615181972 , 437730110 , 0.943081 , 0.000000, 0.003240, 0.000000
10223460 , 25616227877 , 439608780 , 0.939051 , 0.000000, 0.003715, 0.000000
10267150 , 25620075486 , 441487450 , 0.938246 , 0.000000, 0.003814, 0.000000
10310840 , 25621686997 , 443366120 , 0.937448 , 0.000000, 0.003913, 0.000000
10354530 , 25633249623 , 445244790 , 0.939822 , 0.000000, 0.003621, 0.000000
10398220 , 25645964346 , 447123460 , 0.951628 , 0.000000, 0.002340, 0.000000
10441910 , 25651693847 , 449002130 , 0.960198 , 0.000000, 0.001584, 0.000000
10485600 , 25690850465 , 450880800 , 0.962447 , 0.000000, 0.001410, 0.000000
10529290 , 30682152381 , 452759470 , 0.964677 , 0.000000, 0.001248, 0.000000
10572980 , 30690378905 , 454638140 , 0.963790 , 0.000000, 0.001311, 0.000000
10616670 , 30691772163 , 456516810 , 0.959824 , 0.000000, 0.001614, 0.000000
10660360 , 30692790730 , 458395480 , 0.965111 , 0.000000, 0.001217, 0.000000
10704050 , 30693923952 , 460274150 , 0.964233 , 0.000000, 0.001279, 0.000000
10747740 , 30694562902 , 462152820 , 0.960313 , 0.000000, 0.001575, 0.000000
10791430 , 30695016227 , 464031490 , 0.962498 , 0.000000, 0.001406, 0.000000
10835120 , 30695641418 , 465910160 , 0.961641 , 0.000000, 0.001471, 0.000000
10878810 , 30695890797 , 467788830 , 0.963802 , 0.000000, 0.001310, 0.000000
10922500 , 30696847344 , 469667500 , 0.959947 , 0.000000, 0.001604, 0.000000
10966190 , 30698176553 , 471546170 , 0.962099 , 0.000000, 0.001437, 0.000000
11009880 , 30699865184 , 473424840 , 0.958281 , 0.000000, 0.001741, 0.000000
11053570 , 30702015307 , 475303510 , 0.960422 , 0.000000, 0.001566, 0.000000
11097260 , 30702719154 , 477182180 , 0.956640 , 0.000000, 0.001880, 0.000000
11140950 , 30704277869 , 479060850 , 0.952889 , 0.000000, 0.002219, 0.000000
11184640 , 30705055943 , 480939520 , 0.952096 , 0.000000, 0.002295, 0.000000
11228330 , 30706327996 , 482818190 , 0.951310 , 0.000000, 0.002371, 0.000000
11272020 , 30708766712 , 484696860 , 0.947622 , 0.000000, 0.002743, 0.000000
11315710 , 30708996723 , 486575530 , 0.946859 , 0.000000, 0.002824, 0.000000
11359400 , 30709629070 , 488454200 , 0.943217 , 0.000000, 0.003224, 0.000000
11403090 , 30710147976 , 490332870 , 0.945350 , 0.000000, 0.002987, 0.000000
11446780 , 30710418652 , 492211540 , 0.941742 , 0.000000, 0.003394, 0.000000
11490470 , 30712148834 , 494090210 , 0.941013 , 0.000000, 0.003479, 0.000000
11534160 , 30712265659 , 495968880 , 0.937448 , 0.000000, 0.003913, 0.000000
11577850 , 30712479328 , 497847550 , 0.933911 , 0.000000, 0.004368, 0.000000
11621540 , 30712561199 , 499726220 , 0.938858 , 0.000000, 0.003738, 0.000000
11665230 , 30714159405 , 501604890 , 0.943768 , 0.000000, 0.003162, 0.000000
11708920 , 30714204635 , 503483560 , 0.943045 , 0.000000, 0.003244, 0.000000
11752610 , 30715334635 , 505362230 , 0.942327 , 0.000000, 0.003326, 0.000000
11796300 , 30715654586 , 507240900 , 0.944393 , 0.000000, 0.003092, 0.000000
11839990 , 30718322927 , 509119570 , 0.943675 , 0.000000, 0.003172, 0.000000
11883680 , 30719119137 , 510998240 , 0.942963 , 0.000000, 0.003253, 0.000000
11927370 , 30725838944 , 512876910 , 0.945003 , 0.000000, 0.003025, 0.000000
11971060 , 30726718990 , 514755580 , 0.944291 , 0.000000, 0.003103, 0.000000
12014750 , 30727179044 , 516634250 , 0.949039 , 0.000000, 0.002597, 0.000000
12058440 , 30729413297 , 518512920 , 0.948317 , 0.000000, 0.002671, 0.000000
12102130 , 30729834380 , 520391590 , 0.947601 , 0.000000, 0.002746, 0.000000
12145820 , 30730101944 , 522270260 , 0.949588 , 0.000000, 0.002541, 0.000000
12189510 , 30730598692 , 524148930 , 0.948873 , 0.000000, 0.002614, 0.000000
12233200 , 30730894502 , 526027600 , 0.948162 , 0.000000, 0.002687, 0.000000
12276890 , 30733927103 , 527906270 , 0.944788 , 0.000000, 0.003048, 0.000000
12320580 , 30735593067 , 529784940 , 0.944097 , 0.000000, 0.003125, 0.000000
12364270 , 30738147392 , 531663610 , 0.948711 , 0.000000, 0.002631, 0.000000
12407960 , 30741090978 , 533542280 , 0.948011 , 0.000000, 0.002703, 0.000000
12451650 , 30757763209 , 535420950 , 0.944685 , 0.000000, 0.003060, 0.000000
12495340 , 30759355924 , 537299620 , 0.944004 , 0.000000, 0.003136, 0.000000
12539030 , 30775404835 , 539178290 , 0.940715 , 0.000000, 0.003515, 0.000000
12582720 , 30828841221 , 541056960 , 0.937448 , 0.000000, 0.003913, 0.000000
12626410 , 35811901520 , 542935630 , 0.941990 , 0.000000, 0.003365, 0.000000
12670100 , 35818795370 , 544814300 , 0.941328 , 0.000000, 0.003442, 0.000000
12713790 , 35822665143 , 546692970 , 0.943247 , 0.000000, 0.003221, 0.000000
12757480 , 35823335978 , 548571640 , 0.942585 , 0.000000, 0.003296, 0.000000
12801170 , 35824547066 , 550450310 , 0.941928 , 0.000000, 0.003372, 0.000000
12844860 , 35824652969 , 552328980 , 0.938724 , 0.000000, 0.003755, 0.000000
12888550 , 35824773961 , 554207650 , 0.938084 , 0.000000, 0.003834, 0.000000
12932240 , 35825606229 , 556086320 , 0.934915 , 0.000000, 0.004236, 0.000000
12975930 , 35827672042 , 557964990 , 0.934292 , 0.000000, 0.004318, 0.000000
13019620 , 35827955399 , 559843660 , 0.936190 , 0.000000, 0.004072, 0.000000
13063310 , 35829394135 , 561722330 , 0.933059 , 0.000000, 0.004481, 0.000000
13107000 , 35829682187 , 563601000 , 0.932449 , 0.000000, 0.004563, 0.000000
13150690 , 35831815526 , 565479670 , 0.936826 , 0.000000, 0.003991, 0.000000
13194380 , 35835861181 , 567358340 , 0.936207 , 0.000000, 0.004070, 0.000000
13238070 , 35838244127 , 569237010 , 0.935592 , 0.000000, 0.004148, 0.000000
13281760 , 35838428572 , 571115680 , 0.934982 , 0.000000, 0.004227, 0.000000
13325450 , 35840723123 , 572994350 , 0.934375 , 0.000000, 0.004307, 0.000000
13369140 , 35845070154 , 574873020 , 0.933772 , 0.000000, 0.004386, 0.000000
13412830 , 35845793971 , 576751690 , 0.930731 , 0.000000, 0.004798, 0.000000
13456520 , 35845993387 , 578630360 , 0.927709 , 0.000000, 0.005226, 0.000000
13500210 , 35846890981 , 580509030 , 0.931988 , 0.000000, 0.004626, 0.000000
13543900 , 35846966775 , 582387700 , 0.931400 , 0.000000, 0.004706, 0.000000
13587590 , 35848084711 , 584266370 , 0.933228 , 0.000000, 0.004458, 0.000000
13631280 , 35852275876 , 586145040 , 0.930237 , 0.000000, 0.004867, 0.000000
13674970 , 35852509371 , 588023710 , 0.929661 , 0.000000, 0.004948, 0.000000
13718660 , 35852998575 , 589902380 , 0.931477 , 0.000000, 0.004695, 0.000000
13762350 , 35854478009 , 591781050 , 0.930901 , 0.000000, 0.004775, 0.000000
13806040 , 35855534897 , 593659720 , 0.935075 , 0.000000, 0.004215, 0.000000
13849730 , 35856087751 , 595538390 , 0.934491 , 0.000000, 0.004291, 0.000000
13893420 , 35856270282 , 597417060 , 0.931553 , 0.000000, 0.004685, 0.000000
13937110 , 35856295592 , 599295730 , 0.928632 , 0.000000, 0.005093, 0.000000
13980800 , 35856438310 , 601174400 , 0.925730 , 0.000000, 0.005516, 0.000000
14024490 , 35856972060 , 603053070 , 0.925183 , 0.000000, 0.005598, 0.000000
14068180 , 35859925511 , 604931740 , 0.924639 , 0.000000, 0.005679, 0.000000
14111870 , 35860131473 , 606810410 , 0.921776 , 0.000000, 0.006119, 0.000000
